transaction_id,date,amount,vendor,department,account_type,payment_method,employee,invoice_id,fraud_label,fraud_type,vendor_transaction_count,vendor_avg_amount,amount_deviation,is_round_number,transactions_per_day_vendor,is_duplicate_invoice
TX-001618,2024-01-06 19:03:00,2829.85,Vendor_080,Support,IT,ACH,Emp_096,INV-Vendor_080-622259,0,normal,29,2652.113793103448,177.73620689655172,0,2,0
TX-001619,2024-01-28 09:56:00,2991.31,Vendor_098,Marketing,Consulting,ACH,Emp_004,INV-Vendor_098-485459,0,normal,33,3524.635628271743,-533.325628271743,0,1,0
TX-001620,2024-01-22 01:21:00,1545.56,Vendor_059,Support,Supplies,Wire,Emp_103,INV-Vendor_059-980350,0,normal,15,4133.840666666667,-2588.280666666667,0,2,0
TX-001621,2024-03-01 23:19:00,1790.3,Vendor_100,Finance,Payroll,Check,Emp_100,INV-Vendor_100-312117,0,normal,26,2712.692692307692,-922.3926923076922,0,1,0
TX-001622,2024-01-06 01:31:00,3481.76,Vendor_054,Legal,Operations,Check,Emp_055,INV-Vendor_054-515449,0,normal,23,3005.8517391304345,475.90826086956577,0,1,0
TX-001623,2024-01-30 12:46:00,3156.91,Vendor_047,Sales,Supplies,Check,Emp_026,INV-Vendor_047-479343,0,normal,33,2865.957997719541,290.95200228045906,0,11,0
TX-001624,2024-02-16 21:12:00,1364.76,Vendor_017,Finance,Travel,Wire,Emp_027,INV-Vendor_017-597157,0,normal,27,2857.5396296296294,-1492.7796296296294,0,4,0
TX-001625,2024-01-10 00:25:00,3712.92,Vendor_081,Support,IT,ACH,Emp_082,INV-Vendor_081-227053,0,normal,30,3787.006065906091,-74.08606590609088,0,4,0
TX-001626,2024-01-15 03:44:00,4818.31,Vendor_070,Operations,IT,ACH,Emp_023,INV-Vendor_070-283230,0,normal,27,2500.182222222222,2318.127777777778,0,5,0
TX-001627,2024-02-02 18:16:00,4495.19,Vendor_025,Legal,Operations,ACH,Emp_035,INV-Vendor_025-306943,0,normal,44,2815.369772727273,1679.8202272727267,0,1,0
TX-001628,2024-03-01 18:23:00,4281.14,Vendor_010,Engineering,Consulting,Check,Emp_026,INV-Vendor_010-527740,0,normal,22,2547.3354466749174,1733.804553325083,0,1,0
TX-001629,2024-02-24 19:07:00,2678.54,Vendor_070,Finance,Travel,ACH,Emp_078,INV-Vendor_070-645738,0,normal,27,2500.182222222222,178.35777777777776,0,6,0
TX-001630,2024-02-25 12:57:00,3159.08,Vendor_096,HR,Payroll,Wire,Emp_063,INV-Vendor_096-998677,0,normal,35,3281.264857142857,-122.18485714285725,0,4,0
TX-001631,2024-01-09 07:57:00,2566.9,Vendor_006,HR,IT,ACH,Emp_102,INV-Vendor_006-157340,0,normal,21,4452.1197045024655,-1885.2197045024654,0,8,0
TX-001632,2024-02-17 02:27:00,1796.4,Vendor_095,Operations,IT,Card,Emp_072,INV-Vendor_095-635591,0,normal,42,2756.728095238095,-960.3280952380951,0,4,0
TX-001633,2024-02-07 16:58:00,1410.27,Vendor_058,Sales,Travel,Wire,Emp_083,INV-Vendor_058-647191,0,normal,34,2718.410294117647,-1308.140294117647,0,3,0
TX-001634,2024-01-23 21:53:00,2477.16,Vendor_022,Sales,Consulting,Wire,Emp_108,INV-Vendor_022-654079,0,normal,33,2766.22851906831,-289.06851906831025,0,2,0
TX-001635,2024-01-27 22:47:00,1540.94,Vendor_066,HR,Payroll,Check,Emp_084,INV-Vendor_066-988348,0,normal,32,2144.8066657789423,-603.8666657789422,0,4,0
TX-001636,2024-01-05 09:49:00,1204.95,Vendor_009,HR,Payroll,ACH,Emp_067,INV-Vendor_018-683114,1,duplicate_invoice,23,2132.1145454545454,-927.1645454545453,0,2,1
TX-001637,2024-02-25 14:47:00,1492.28,Vendor_042,Support,Payroll,ACH,Emp_104,INV-Vendor_042-680172,0,normal,30,3465.2441635710875,-1972.9641635710875,0,9,0
TX-001638,2024-02-15 13:33:00,4300.32,Vendor_067,Engineering,Operations,Wire,Emp_051,INV-Vendor_067-228120,0,normal,44,2993.467335565413,1306.8526644345866,0,4,0
TX-001639,2024-01-08 19:46:00,1720.48,Vendor_051,Legal,Travel,ACH,Emp_035,INV-Vendor_051-904429,0,normal,33,3471.1343740931966,-1750.6543740931966,0,2,0
TX-001640,2024-01-27 02:23:00,2854.53,Vendor_061,Engineering,Payroll,Wire,Emp_030,INV-Vendor_061-793346,0,normal,41,3458.074275803163,-603.5442758031627,0,3,0
TX-001641,2024-01-31 20:24:00,1097.35,Vendor_035,Finance,IT,Card,Emp_115,INV-Vendor_035-327154,0,normal,35,2498.9767647058825,-1401.6267647058826,0,4,0
TX-001642,2024-02-16 20:12:00,4733.36,Vendor_080,Support,Payroll,ACH,Emp_089,INV-Vendor_080-240836,0,normal,29,2652.113793103448,2081.2462068965515,0,2,0
TX-001643,2024-01-28 23:21:00,2010.79,Vendor_009,Legal,IT,Check,Emp_013,INV-Vendor_009-381863,0,normal,23,2132.1145454545454,-121.32454545454539,0,1,0
TX-001644,2024-02-10 04:52:00,2596.13,Vendor_061,Finance,Payroll,Card,Emp_114,INV-Vendor_061-236622,0,normal,41,3458.074275803163,-861.9442758031628,0,2,0
TX-001645,2024-01-10 07:11:00,3684.19,Vendor_054,Engineering,IT,Wire,Emp_037,INV-Vendor_054-603406,0,normal,23,3005.8517391304345,678.3382608695656,0,1,0
TX-001646,2024-02-01 06:11:00,24130.237472194705,Vendor_053,Sales,Payroll,ACH,Emp_062,INV-Vendor_053-773154,1,high_amount,32,5061.836796882053,19068.400675312652,0,1,0
TX-001647,2024-01-14 19:43:00,2300.15,Vendor_058,Legal,Payroll,Check,Emp_115,INV-Vendor_058-415240,0,normal,34,2718.410294117647,-418.26029411764694,0,1,0
TX-001648,2024-02-29 18:32:00,3263.78,Vendor_003,Legal,IT,ACH,Emp_059,INV-Vendor_003-435917,0,normal,27,2746.7746153846156,517.0053846153846,0,4,0
TX-001649,2024-02-20 06:18:00,5000.0,Vendor_048,HR,IT,ACH,Emp_114,INV-Vendor_048-487916,1,round_number,23,3207.9171428571435,1792.0828571428565,1,1,0
TX-001650,2024-01-18 06:15:00,613.64,Vendor_090,Finance,Consulting,Check,Emp_092,INV-Vendor_090-125032,0,normal,25,3892.3379999999997,-3278.698,0,1,0
TX-001651,2024-02-23 12:24:00,4096.02,Vendor_093,Finance,Consulting,ACH,Emp_113,INV-Vendor_093-932722,0,normal,24,2552.386956521739,1543.6330434782612,0,4,0
TX-001652,2024-02-03 03:56:00,4402.4,Vendor_043,Operations,IT,Check,Emp_014,INV-Vendor_043-104991,0,normal,36,3072.333244872456,1330.0667551275437,0,10,0
TX-001653,2024-02-15 11:00:00,16896.768043990665,Vendor_NEW_1653,Legal,Travel,Card,Emp_069,INV-Vendor_045-310911,1,new_vendor_high,1,16896.768043990665,0.0,0,7,0
TX-001654,2024-02-12 18:21:00,20211.1516372307,Vendor_024,Sales,Consulting,Check,Emp_057,INV-Vendor_024-992272,1,high_amount,22,3212.8424589157476,16998.309178314954,0,1,0
TX-001655,2024-01-20 15:07:00,2305.77,Vendor_063,Sales,Operations,Check,Emp_051,INV-Vendor_063-549688,0,normal,30,2872.7581223683005,-566.9881223683005,0,4,0
TX-001656,2024-02-13 15:27:00,4911.16,Vendor_068,Legal,Operations,Card,Emp_052,INV-Vendor_068-906687,0,normal,20,2901.888209334918,2009.2717906650819,0,1,0
TX-001657,2024-02-11 21:50:00,3691.71,Vendor_038,Support,Travel,ACH,Emp_013,INV-Vendor_038-321817,0,normal,26,2540.0492307692307,1151.6607692307693,0,1,0
TX-001658,2024-02-15 03:22:00,3899.93,Vendor_098,Legal,Operations,Card,Emp_057,INV-Vendor_098-553102,0,normal,33,3524.635628271743,375.2943717282569,0,2,0
TX-001659,2024-01-21 16:07:00,2225.82,Vendor_016,Operations,IT,ACH,Emp_051,INV-Vendor_016-229774,0,normal,42,4104.852509181274,-1879.0325091812742,0,5,0
TX-001660,2024-01-12 01:14:00,431.7,Vendor_008,Engineering,Operations,Check,Emp_024,INV-Vendor_008-958897,0,normal,38,2659.1583783783785,-2227.4583783783787,0,10,0
TX-001661,2024-01-23 19:22:00,1790.97,Vendor_034,Support,Travel,Wire,Emp_042,INV-Vendor_034-800263,0,normal,31,2820.5182405182827,-1029.5482405182827,0,1,0
TX-001662,2024-02-27 18:32:00,2491.31,Vendor_045,Engineering,Payroll,Check,Emp_077,INV-Vendor_045-802524,0,normal,34,3352.6271875,-861.3171875000003,0,10,0
TX-001663,2024-01-14 05:26:00,290.14,Vendor_091,Sales,Payroll,Card,Emp_059,INV-Vendor_091-175819,0,normal,23,2089.608260869565,-1799.4682608695653,0,10,0
TX-001664,2024-02-08 05:56:00,4857.94,Vendor_100,Sales,IT,ACH,Emp_061,INV-Vendor_100-834497,0,normal,26,2712.692692307692,2145.2473076923075,0,2,0
TX-001665,2024-02-04 16:32:00,1148.04,Vendor_100,Support,Travel,ACH,Emp_054,INV-Vendor_100-874546,0,normal,26,2712.692692307692,-1564.6526923076922,0,1,0
TX-001666,2024-02-29 12:49:00,861.8,Vendor_049,Sales,Payroll,Check,Emp_070,INV-Vendor_049-485920,0,normal,35,2968.721142857143,-2106.9211428571434,0,6,0
TX-001667,2024-01-18 12:15:00,2419.76,Vendor_034,HR,IT,Check,Emp_113,INV-Vendor_034-955602,0,normal,31,2820.5182405182827,-400.7582405182825,0,1,0
TX-001668,2024-01-28 13:01:00,2978.26,Vendor_046,Engineering,Payroll,Wire,Emp_120,INV-Vendor_046-746338,0,normal,33,3052.1432305611957,-73.88323056119543,0,6,0
TX-001669,2024-01-06 01:33:00,2330.67,Vendor_074,Sales,Consulting,Card,Emp_019,INV-Vendor_074-639953,0,normal,34,3705.2793562097586,-1374.6093562097585,0,7,0
TX-001670,2024-01-03 15:15:00,4606.27,Vendor_032,Sales,Travel,ACH,Emp_079,INV-Vendor_032-386393,0,normal,39,2537.203758786566,2069.0662412134343,0,13,0
TX-001671,2024-02-29 13:26:00,3776.38,Vendor_062,Support,Operations,Card,Emp_117,INV-Vendor_062-587111,0,normal,32,3565.037712437434,211.34228756256607,0,8,0
TX-001672,2024-01-07 17:13:00,2021.47,Vendor_032,Marketing,IT,Check,Emp_014,INV-Vendor_032-359310,0,normal,39,2537.203758786566,-515.7337587865661,0,13,0
TX-001673,2024-01-10 16:22:00,303.11,Vendor_047,Sales,IT,ACH,Emp_033,INV-Vendor_047-344272,0,normal,33,2865.957997719541,-2562.8479977195407,0,11,0
TX-001674,2024-02-23 22:39:00,853.08,Vendor_006,Operations,IT,Wire,Emp_053,INV-Vendor_006-705357,0,normal,21,4452.1197045024655,-3599.0397045024656,0,7,0
TX-001675,2024-02-21 01:02:00,11566.924714821504,Vendor_NEW_1675,Operations,Operations,Card,Emp_029,INV-Vendor_005-447832,1,new_vendor_high,1,11566.924714821504,0.0,0,1,0
TX-001676,2024-02-03 16:33:00,1931.9,Vendor_029,Marketing,Operations,Card,Emp_087,INV-Vendor_029-496611,0,normal,23,3015.4890476190476,-1083.5890476190475,0,1,0
TX-001677,2024-01-15 11:15:00,2515.49,Vendor_082,Legal,Travel,Check,Emp_083,INV-Vendor_082-464443,0,normal,20,3988.878997849292,-1473.388997849292,0,4,0
TX-001678,2024-02-01 14:46:00,2784.24,Vendor_073,Operations,Payroll,Check,Emp_073,INV-Vendor_073-363673,0,normal,30,2825.4158620689655,-41.17586206896567,0,8,0
TX-001679,2024-02-02 09:25:00,2695.25,Vendor_086,HR,Operations,Card,Emp_032,INV-Vendor_086-376145,0,normal,35,3206.610882352941,-511.3608823529412,0,5,0
TX-001680,2024-02-15 08:28:00,1365.96,Vendor_003,Legal,Consulting,Check,Emp_107,INV-Vendor_003-219610,0,normal,27,2746.7746153846156,-1380.8146153846155,0,6,0
TX-001681,2024-01-19 03:31:00,3875.15,Vendor_095,Legal,Supplies,Card,Emp_079,INV-Vendor_095-492041,0,normal,42,2756.728095238095,1118.421904761905,0,4,0
TX-001682,2024-02-09 19:59:00,1038.38,Vendor_053,Finance,Travel,Check,Emp_098,INV-Vendor_053-727748,0,normal,32,5061.836796882053,-4023.456796882053,0,1,0
TX-001683,2024-01-02 00:00:00,1289.45,Vendor_061,Operations,Travel,Card,Emp_023,INV-Vendor_061-549584,0,normal,41,3458.074275803163,-2168.624275803163,0,2,0
TX-001684,2024-01-18 09:13:00,4905.04,Vendor_015,Operations,Supplies,ACH,Emp_019,INV-Vendor_015-962670,0,normal,31,2923.1236666666664,1981.9163333333336,0,1,0
TX-001685,2024-01-10 05:40:00,4969.81,Vendor_011,Sales,Payroll,Check,Emp_020,INV-Vendor_011-127124,0,normal,34,2846.199411764706,2123.6105882352945,0,7,0
TX-001686,2024-01-08 09:19:00,2120.14,Vendor_052,Sales,IT,Check,Emp_106,INV-Vendor_052-653672,0,normal,27,3824.131111111111,-1703.991111111111,0,5,0
TX-001687,2024-02-14 06:31:00,20000.0,Vendor_078,Marketing,Payroll,ACH,Emp_070,INV-Vendor_078-433365,1,round_number,25,3293.4391947043987,16706.5608052956,1,2,0
TX-001688,2024-01-15 00:11:00,4833.79,Vendor_025,HR,Travel,Check,Emp_024,INV-Vendor_025-736792,0,normal,44,2815.369772727273,2018.420227272727,0,1,0
TX-001689,2024-02-20 08:00:00,3966.87,Vendor_046,Sales,Operations,Check,Emp_005,INV-Vendor_046-516559,0,normal,33,3052.1432305611957,914.7267694388042,0,4,0
TX-001690,2024-01-04 18:52:00,2504.52,Vendor_037,Engineering,IT,Card,Emp_057,INV-Vendor_037-602206,0,normal,34,2707.582727272727,-203.062727272727,0,7,0
TX-001691,2024-02-10 02:37:00,1994.44,Vendor_008,Operations,Consulting,Card,Emp_115,INV-Vendor_008-448504,0,normal,38,2659.1583783783785,-664.7183783783785,0,10,0
TX-001692,2024-02-26 08:19:00,2214.89,Vendor_090,Sales,IT,Wire,Emp_039,INV-Vendor_090-867830,0,normal,25,3892.3379999999997,-1677.4479999999999,0,1,0
TX-001693,2024-02-27 23:41:00,3401.14,Vendor_029,HR,Travel,Check,Emp_038,INV-Vendor_029-954055,0,normal,23,3015.4890476190476,385.6509523809523,0,1,0
TX-001694,2024-02-21 01:39:00,1317.28,Vendor_066,Operations,Travel,Check,Emp_104,INV-Vendor_066-908503,0,normal,32,2144.8066657789423,-827.5266657789423,0,5,0
TX-001695,2024-01-31 04:36:00,903.58,Vendor_018,HR,Operations,Card,Emp_118,INV-Vendor_018-141801,0,normal,25,3244.913714910847,-2341.333714910847,0,1,0
TX-001696,2024-02-22 15:33:00,4294.41,Vendor_041,Operations,IT,Card,Emp_027,INV-Vendor_041-165256,0,normal,31,2695.650967741936,1598.759032258064,0,1,0
TX-001697,2024-02-18 14:43:00,3467.3,Vendor_046,Engineering,Consulting,Wire,Emp_010,INV-Vendor_046-556836,0,normal,33,3052.1432305611957,415.15676943880453,0,4,0
TX-001698,2024-01-16 22:54:00,1088.8,Vendor_041,HR,IT,Card,Emp_037,INV-Vendor_041-493105,0,normal,31,2695.650967741936,-1606.8509677419358,0,2,0
TX-001699,2024-02-02 11:18:00,4188.58,Vendor_020,Engineering,Payroll,Wire,Emp_102,INV-Vendor_020-655279,0,normal,37,4048.926765951174,139.6532340488261,0,4,0
TX-001700,2024-02-13 23:34:00,4422.8,Vendor_026,Engineering,Travel,Wire,Emp_010,INV-Vendor_026-483252,0,normal,25,2417.752,2005.0480000000002,0,1,0
TX-001701,2024-01-19 19:45:00,2320.78,Vendor_047,Finance,Supplies,Wire,Emp_032,INV-Vendor_047-363336,0,normal,33,2865.957997719541,-545.1779977195406,0,11,0
TX-001702,2024-01-04 20:36:00,2434.33,Vendor_043,Engineering,IT,Wire,Emp_113,INV-Vendor_043-686642,1,high_frequency,36,3072.333244872456,-638.003244872456,0,11,0
TX-001703,2024-02-24 08:17:00,3433.6,Vendor_054,Marketing,Operations,Check,Emp_120,INV-Vendor_054-617122,0,normal,23,3005.8517391304345,427.74826086956546,0,2,0
TX-001704,2024-01-22 05:53:00,1354.88,Vendor_066,Finance,Travel,Wire,Emp_036,INV-Vendor_066-948020,1,high_frequency,32,2144.8066657789423,-789.9266657789422,0,4,0
TX-001705,2024-01-09 21:14:00,3757.95,Vendor_084,Engineering,Travel,Check,Emp_017,INV-Vendor_084-506672,0,normal,44,3595.354474626231,162.59552537376885,0,2,0
TX-001706,2024-02-17 00:59:00,1210.82,Vendor_019,HR,Travel,Check,Emp_088,INV-Vendor_019-777666,0,normal,31,2977.7130705628747,-1766.8930705628748,0,11,0
TX-001707,2024-02-20 00:29:00,852.68,Vendor_061,Marketing,Operations,Check,Emp_103,INV-Vendor_061-818845,0,normal,41,3458.074275803163,-2605.394275803163,0,1,0
TX-001708,2024-02-18 13:11:00,3406.48,Vendor_028,Operations,IT,Wire,Emp_107,INV-Vendor_028-787327,0,normal,37,3803.5322467308665,-397.0522467308665,0,7,0
TX-001709,2024-01-03 01:56:00,1293.83,Vendor_072,Engineering,Travel,Card,Emp_074,INV-Vendor_072-614024,0,normal,21,2526.322857142857,-1232.4928571428572,0,1,0
TX-001710,2024-02-12 02:49:00,510.39,Vendor_062,Engineering,Operations,Card,Emp_059,INV-Vendor_062-649000,0,normal,32,3565.037712437434,-3054.647712437434,0,9,0
TX-001711,2024-01-30 02:26:00,804.87,Vendor_012,Operations,Supplies,Wire,Emp_110,INV-Vendor_012-638648,0,normal,32,2499.3235160701242,-1694.4535160701244,0,1,0
TX-001712,2024-02-26 03:37:00,1216.07,Vendor_003,Operations,Supplies,Wire,Emp_027,INV-Vendor_076-147754,1,duplicate_invoice,27,2746.7746153846156,-1530.7046153846156,0,4,1
TX-001713,2024-01-22 22:51:00,1128.67,Vendor_004,Operations,Travel,Wire,Emp_101,INV-Vendor_036-846953,1,duplicate_invoice,30,3943.4157484248335,-2814.7457484248334,0,1,1
TX-001714,2024-01-26 04:31:00,19534.559309677265,Vendor_NEW_1714,Legal,Consulting,Card,Emp_023,INV-Vendor_016-752221,1,new_vendor_high,1,19534.559309677265,0.0,0,2,0
TX-001715,2024-02-29 17:31:00,2660.97,Vendor_061,HR,Travel,Card,Emp_093,INV-Vendor_061-688653,0,normal,41,3458.074275803163,-797.1042758031631,0,1,0
TX-001716,2024-02-26 10:28:00,4861.4,Vendor_077,HR,IT,Card,Emp_091,INV-Vendor_077-631573,0,normal,33,3274.230606060606,1587.1693939393936,0,1,0
TX-001717,2024-01-24 12:48:00,2972.93,Vendor_090,Operations,Travel,Card,Emp_044,INV-Vendor_090-551932,0,normal,25,3892.3379999999997,-919.4079999999999,0,1,0
TX-001718,2024-01-12 17:26:00,941.94,Vendor_013,Legal,IT,ACH,Emp_108,INV-Vendor_013-996005,0,normal,35,3320.0319506780124,-2378.0919506780124,0,6,0
TX-001719,2024-02-19 22:32:00,730.25,Vendor_013,Engineering,Operations,Wire,Emp_078,INV-Vendor_013-947619,0,normal,35,3320.0319506780124,-2589.7819506780124,0,5,0
TX-001720,2024-01-18 01:08:00,4154.5,Vendor_062,Support,Payroll,Card,Emp_085,INV-Vendor_062-702079,0,normal,32,3565.037712437434,589.462287562566,0,7,0
TX-001721,2024-01-30 03:16:00,781.46,Vendor_096,Sales,IT,ACH,Emp_117,INV-Vendor_096-728444,0,normal,35,3281.264857142857,-2499.804857142857,0,4,0
TX-001722,2024-02-02 07:21:00,3590.28,Vendor_095,Sales,Travel,Wire,Emp_119,INV-Vendor_095-941594,0,normal,42,2756.728095238095,833.551904761905,0,4,0
TX-001723,2024-01-26 01:40:00,2154.68,Vendor_039,Legal,IT,Check,Emp_032,INV-Vendor_039-317470,0,normal,23,2600.143043478261,-445.46304347826117,0,1,0
TX-001724,2024-02-21 12:43:00,3267.32,Vendor_087,Operations,Travel,ACH,Emp_005,INV-Vendor_087-399848,0,normal,26,2325.0704,942.2496000000001,0,6,0
TX-001725,2024-02-21 13:26:00,1535.27,Vendor_032,Support,IT,Card,Emp_031,INV-Vendor_032-786024,0,normal,39,2537.203758786566,-1001.9337587865662,0,14,0
TX-001726,2024-01-14 14:33:00,4953.69,Vendor_079,Support,IT,Wire,Emp_042,INV-Vendor_079-189593,0,normal,29,2672.4585185185188,2281.231481481481,0,3,0
TX-001727,2024-02-08 11:00:00,3062.11,Vendor_083,Support,Operations,Wire,Emp_020,INV-Vendor_083-922681,0,normal,25,2850.515,211.59500000000025,0,4,0
TX-001728,2024-01-16 14:23:00,4568.44,Vendor_073,HR,Travel,Wire,Emp_096,INV-Vendor_073-260737,0,normal,30,2825.4158620689655,1743.0241379310341,0,8,0
TX-001729,2024-02-07 04:48:00,1211.22,Vendor_099,Support,Supplies,Card,Emp_029,INV-Vendor_099-673647,0,normal,21,2417.6414285714286,-1206.4214285714286,0,4,0
TX-001730,2024-01-30 17:45:00,2845.7,Vendor_079,Engineering,Operations,Check,Emp_102,INV-Vendor_079-665348,0,normal,29,2672.4585185185188,173.24148148148106,0,1,0
TX-001731,2024-02-28 08:39:00,4279.74,Vendor_038,Support,IT,Wire,Emp_048,INV-Vendor_038-196102,0,normal,26,2540.0492307692307,1739.690769230769,0,1,0
TX-001732,2024-01-14 01:40:00,1070.34,Vendor_071,HR,Payroll,ACH,Emp_005,INV-Vendor_071-920388,0,normal,30,2482.368888888889,-1412.0288888888892,0,7,0
TX-001733,2024-01-27 15:35:00,2244.41,Vendor_086,Engineering,IT,Wire,Emp_060,INV-Vendor_086-356081,0,normal,35,3206.610882352941,-962.2008823529413,0,4,0
TX-001734,2024-01-26 12:35:00,4051.48,Vendor_098,Engineering,Travel,Check,Emp_004,INV-Vendor_098-498504,0,normal,33,3524.635628271743,526.8443717282571,0,1,0
TX-001735,2024-01-05 06:27:00,1700.03,Vendor_009,Engineering,Consulting,ACH,Emp_082,INV-Vendor_009-683675,0,normal,23,2132.1145454545454,-432.0845454545454,0,2,0
TX-001736,2024-01-24 05:55:00,4342.39,Vendor_092,Operations,Operations,ACH,Emp_060,INV-Vendor_092-901242,0,normal,32,2637.2259197610306,1705.1640802389697,0,1,0
TX-001737,2024-01-07 23:35:00,3865.37,Vendor_095,Marketing,Payroll,Wire,Emp_033,INV-Vendor_095-808104,0,normal,42,2756.728095238095,1108.6419047619047,0,5,0
TX-001738,2024-01-11 06:07:00,4364.13,Vendor_024,HR,Payroll,Card,Emp_050,INV-Vendor_024-142559,0,normal,22,3212.8424589157476,1151.2875410842526,0,1,0
TX-001739,2024-02-12 06:38:00,4162.0,Vendor_078,Engineering,Travel,Card,Emp_080,INV-Vendor_078-994772,0,normal,25,3293.4391947043987,868.5608052956013,0,1,0
TX-001740,2024-02-15 04:59:00,3038.56,Vendor_010,Marketing,IT,Check,Emp_072,INV-Vendor_010-737298,0,normal,22,2547.3354466749174,491.2245533250825,0,1,0
TX-001741,2024-01-19 04:48:00,1749.29,Vendor_007,Finance,Supplies,ACH,Emp_017,INV-Vendor_007-551323,0,normal,34,3137.7673386319625,-1388.4773386319625,0,4,0
TX-001742,2024-02-02 09:10:00,4387.07,Vendor_036,Finance,Travel,Wire,Emp_059,INV-Vendor_036-279319,0,normal,32,3055.038064516129,1332.0319354838707,0,4,0
TX-001743,2024-01-02 02:54:00,1219.01,Vendor_038,Engineering,Supplies,Card,Emp_113,INV-Vendor_038-149359,0,normal,26,2540.0492307692307,-1321.0392307692307,0,1,0
TX-001744,2024-01-29 23:50:00,4591.7,Vendor_081,Marketing,Supplies,Card,Emp_036,INV-Vendor_081-987531,0,normal,30,3787.006065906091,804.6939340939089,0,4,0
TX-001745,2024-02-11 20:27:00,2191.87,Vendor_070,Legal,Operations,Card,Emp_042,INV-Vendor_070-672583,0,normal,27,2500.182222222222,-308.3122222222223,0,4,0
TX-001746,2024-01-18 08:46:00,2895.01,Vendor_088,Operations,Operations,Check,Emp_113,INV-Vendor_088-857170,0,normal,28,2593.798461538461,301.211538461539,0,4,0
TX-001747,2024-02-09 14:01:00,1163.72,Vendor_010,Support,Operations,Card,Emp_024,INV-Vendor_072-590072,1,duplicate_invoice,22,2547.3354466749174,-1383.6154466749174,0,1,1
TX-001748,2024-02-10 12:29:00,1379.85,Vendor_001,Marketing,Payroll,Wire,Emp_084,INV-Vendor_001-402747,0,normal,22,3603.7710087726696,-2223.9210087726697,0,4,0
TX-001749,2024-01-13 21:32:00,2980.69,Vendor_066,Legal,Operations,Wire,Emp_006,INV-Vendor_066-258626,0,normal,32,2144.8066657789423,835.8833342210578,0,4,0
TX-001750,2024-01-06 04:30:00,4131.78,Vendor_058,Operations,Travel,ACH,Emp_096,INV-Vendor_058-912381,0,normal,34,2718.410294117647,1413.3697058823527,0,1,0
TX-001751,2024-01-18 07:12:00,2646.76,Vendor_086,Legal,Travel,ACH,Emp_098,INV-Vendor_086-979100,0,normal,35,3206.610882352941,-559.850882352941,0,4,0
TX-001752,2024-03-01 10:22:00,562.22,Vendor_026,Sales,Supplies,Wire,Emp_013,INV-Vendor_026-157484,0,normal,25,2417.752,-1855.532,0,1,0
TX-001753,2024-01-21 16:32:00,3418.36,Vendor_078,Sales,Travel,Card,Emp_019,INV-Vendor_078-251156,0,normal,25,3293.4391947043987,124.92080529560144,0,2,0
TX-001754,2024-02-22 05:03:00,10000.0,Vendor_098,HR,Supplies,Wire,Emp_100,INV-Vendor_098-155791,1,round_number,33,3524.635628271743,6475.3643717282575,1,1,0
TX-001755,2024-01-15 09:11:00,1697.68,Vendor_027,Support,IT,ACH,Emp_113,INV-Vendor_027-737455,1,high_frequency,24,4649.952627401481,-2952.2726274014803,0,16,0
TX-001756,2024-02-11 23:23:00,1535.93,Vendor_036,HR,Travel,ACH,Emp_033,INV-Vendor_036-657131,0,normal,32,3055.038064516129,-1519.108064516129,0,4,0
TX-001757,2024-02-10 20:09:00,20000.0,Vendor_096,Sales,Travel,Card,Emp_003,INV-Vendor_096-690086,1,round_number,35,3281.264857142857,16718.735142857142,1,4,0
TX-001758,2024-01-16 05:06:00,13836.348544781767,Vendor_016,Marketing,IT,Wire,Emp_063,INV-Vendor_016-361452,1,high_amount,42,4104.852509181274,9731.496035600492,0,4,0
TX-001759,2024-02-11 19:47:00,4595.98,Vendor_086,Legal,Payroll,Card,Emp_034,INV-Vendor_086-470921,0,normal,35,3206.610882352941,1389.3691176470584,0,4,0
TX-001760,2024-01-17 21:54:00,2859.94,Vendor_022,Finance,Consulting,Check,Emp_100,INV-Vendor_022-503929,0,normal,33,2766.22851906831,93.71148093168995,0,1,0
TX-001761,2024-01-15 10:51:00,151.99,Vendor_019,Finance,IT,Card,Emp_106,INV-Vendor_019-797361,0,normal,31,2977.7130705628747,-2825.7230705628745,0,10,0
TX-001762,2024-01-24 23:41:00,2712.71,Vendor_047,Support,Payroll,ACH,Emp_118,INV-Vendor_047-281922,1,high_frequency,33,2865.957997719541,-153.24799771954076,0,10,0
TX-001763,2024-01-18 15:18:00,718.13,Vendor_074,Support,Consulting,Wire,Emp_076,INV-Vendor_074-306054,0,normal,34,3705.2793562097586,-2987.1493562097585,0,7,0
TX-001764,2024-02-14 20:25:00,4525.44,Vendor_029,Engineering,Operations,Check,Emp_023,INV-Vendor_029-574366,0,normal,23,3015.4890476190476,1509.950952380952,0,2,0
TX-001765,2024-01-02 04:01:00,1020.9,Vendor_093,Finance,Operations,Check,Emp_073,INV-Vendor_093-687077,0,normal,24,2552.386956521739,-1531.486956521739,0,4,0
TX-001766,2024-02-16 19:28:00,4630.12,Vendor_034,HR,Travel,Card,Emp_058,INV-Vendor_034-247076,0,normal,31,2820.5182405182827,1809.6017594817172,0,1,0
TX-001767,2024-01-29 11:26:00,2531.35,Vendor_022,HR,Supplies,Card,Emp_018,INV-Vendor_022-846587,0,normal,33,2766.22851906831,-234.8785190683102,0,2,0
